epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1086,13202.5,0.3353,0.20912,0.78072,0.90602,0.72825,0.83896,0.7345,0.42126,0.32198,0.83268,0.0064195,0.0064195,0.0064195
1087,13214.6,0.33833,0.2126,0.77943,0.90576,0.72775,0.83944,0.73494,0.42139,0.32299,0.83277,0.0064162,0.0064162,0.0064162
1088,13226.7,0.33876,0.21368,0.78091,0.90395,0.73009,0.84008,0.73465,0.42172,0.32409,0.83284,0.0064129,0.0064129,0.0064129
1089,13238.7,0.34584,0.21562,0.77871,0.90191,0.73063,0.83997,0.73494,0.42157,0.32371,0.83298,0.0064096,0.0064096,0.0064096
1090,13250.9,0.34254,0.21462,0.78074,0.90189,0.73152,0.8405,0.73516,0.42117,0.32394,0.83294,0.0064063,0.0064063,0.0064063
1091,13262.9,0.35268,0.21411,0.77988,0.90051,0.73205,0.83998,0.73441,0.42129,0.3235,0.83289,0.006403,0.006403,0.006403
1092,13275,0.34354,0.2148,0.78092,0.90155,0.7325,0.84053,0.73495,0.42114,0.32348,0.83308,0.0063997,0.0063997,0.0063997
1093,13287.2,0.348,0.21585,0.78011,0.90039,0.73169,0.83992,0.73469,0.42087,0.32264,0.83307,0.0063964,0.0063964,0.0063964
1094,13299.4,0.33696,0.2125,0.77974,0.90102,0.73187,0.84037,0.7348,0.42,0.32313,0.83264,0.0063931,0.0063931,0.0063931
1095,13311.4,0.34479,0.21477,0.78079,0.90005,0.73187,0.84029,0.73513,0.41937,0.32329,0.83218,0.0063898,0.0063898,0.0063898
1096,13323.5,0.34012,0.21271,0.78192,0.90186,0.73018,0.84047,0.73525,0.41978,0.32285,0.832,0.0063865,0.0063865,0.0063865
1097,13335.5,0.34508,0.21403,0.7779,0.90189,0.7288,0.84004,0.73559,0.4203,0.32333,0.83245,0.0063832,0.0063832,0.0063832
1098,13347.6,0.33129,0.20952,0.77995,0.8988,0.72785,0.83936,0.73502,0.42061,0.32355,0.83272,0.0063799,0.0063799,0.0063799
1099,13359.7,0.34091,0.21316,0.77937,0.89833,0.72881,0.83915,0.73482,0.42073,0.32397,0.83293,0.0063766,0.0063766,0.0063766
1100,13371.7,0.32771,0.20768,0.77864,0.90057,0.72724,0.83928,0.73512,0.42099,0.32487,0.83308,0.0063733,0.0063733,0.0063733
1101,13383.8,0.34861,0.21249,0.77976,0.90105,0.72842,0.84011,0.73578,0.42081,0.32415,0.8335,0.00637,0.00637,0.00637
1102,13395.9,0.34609,0.21526,0.77913,0.90092,0.72897,0.83945,0.73582,0.42113,0.32359,0.83359,0.0063667,0.0063667,0.0063667
1103,13407.9,0.34441,0.21627,0.7796,0.90009,0.72867,0.83912,0.73587,0.42056,0.32425,0.83305,0.0063634,0.0063634,0.0063634
1104,13420,0.34256,0.21044,0.78051,0.89985,0.72837,0.83905,0.73565,0.42084,0.32436,0.8332,0.0063601,0.0063601,0.0063601
1105,13432.1,0.33445,0.21016,0.78033,0.89933,0.72795,0.83867,0.73571,0.42086,0.32394,0.83318,0.0063568,0.0063568,0.0063568
1106,13444.2,0.34444,0.21161,0.77859,0.89988,0.7276,0.83876,0.73581,0.4204,0.32388,0.83352,0.0063535,0.0063535,0.0063535
1107,13456.2,0.34411,0.21422,0.78051,0.90131,0.72727,0.83903,0.7362,0.42072,0.32431,0.8337,0.0063502,0.0063502,0.0063502
1108,13468.4,0.34918,0.21524,0.77991,0.90513,0.72582,0.83929,0.73637,0.42021,0.32412,0.83372,0.0063469,0.0063469,0.0063469
1109,13480.5,0.34891,0.21481,0.78112,0.90678,0.72435,0.83918,0.73618,0.42077,0.32422,0.83392,0.0063436,0.0063436,0.0063436
1110,13492.5,0.33147,0.20989,0.77888,0.90869,0.72457,0.83985,0.73614,0.42105,0.32398,0.83386,0.0063403,0.0063403,0.0063403
1111,13504.7,0.34079,0.21512,0.7798,0.90659,0.72599,0.84048,0.73635,0.4213,0.32379,0.83391,0.006337,0.006337,0.006337
1112,13516.9,0.34133,0.20845,0.7786,0.90685,0.72635,0.8414,0.73648,0.42137,0.32321,0.83401,0.0063337,0.0063337,0.0063337
1113,13529,0.32858,0.205,0.78008,0.90858,0.72635,0.84143,0.73637,0.42098,0.32274,0.83372,0.0063304,0.0063304,0.0063304
1114,13541.1,0.35011,0.2171,0.78134,0.90817,0.72772,0.84181,0.73676,0.4212,0.32324,0.8339,0.0063271,0.0063271,0.0063271
1115,13553.2,0.33766,0.21179,0.77921,0.90449,0.72884,0.84132,0.7363,0.42114,0.32271,0.83426,0.0063238,0.0063238,0.0063238
1116,13565.2,0.34071,0.21341,0.77868,0.90273,0.72795,0.84012,0.73621,0.42125,0.32241,0.83439,0.0063205,0.0063205,0.0063205
1117,13577.3,0.33625,0.21016,0.77901,0.90599,0.72629,0.83993,0.73614,0.42114,0.3221,0.83453,0.0063172,0.0063172,0.0063172
1118,13589.4,0.33823,0.20951,0.77723,0.90638,0.72688,0.83957,0.73624,0.4212,0.32198,0.83467,0.0063139,0.0063139,0.0063139
1119,13601.5,0.33749,0.21024,0.78128,0.90598,0.72706,0.8399,0.73614,0.42048,0.32153,0.83443,0.0063106,0.0063106,0.0063106
1120,13613.8,0.33486,0.20816,0.77863,0.90279,0.72637,0.83939,0.7357,0.42053,0.32217,0.83474,0.0063073,0.0063073,0.0063073
1121,13626,0.34824,0.21755,0.78056,0.90714,0.72579,0.83863,0.73583,0.4217,0.32186,0.83581,0.006304,0.006304,0.006304
1122,13638.1,0.33441,0.20982,0.77944,0.90597,0.72635,0.83965,0.73606,0.42123,0.32217,0.83532,0.0063007,0.0063007,0.0063007
1123,13650.1,0.33458,0.21094,0.77912,0.9057,0.72688,0.83915,0.73611,0.42067,0.32243,0.83466,0.0062974,0.0062974,0.0062974
1124,13662.3,0.33842,0.21622,0.7809,0.90379,0.72799,0.83914,0.73639,0.4205,0.3223,0.83471,0.0062941,0.0062941,0.0062941
1125,13674.4,0.33261,0.20883,0.77794,0.90289,0.72719,0.8385,0.73634,0.41944,0.32276,0.83442,0.0062908,0.0062908,0.0062908
1126,13686.5,0.33652,0.20889,0.77746,0.90516,0.72607,0.83862,0.73644,0.41865,0.3224,0.83401,0.0062875,0.0062875,0.0062875
1127,13698.6,0.33734,0.20983,0.77748,0.90382,0.72688,0.83954,0.73683,0.41876,0.32329,0.83388,0.0062842,0.0062842,0.0062842
1128,13710.8,0.32801,0.20548,0.77864,0.90575,0.72671,0.83922,0.73701,0.41859,0.32289,0.8337,0.0062809,0.0062809,0.0062809
1129,13723,0.33682,0.21055,0.7794,0.90608,0.72702,0.83928,0.73698,0.41875,0.32289,0.83374,0.0062776,0.0062776,0.0062776
1130,13735.2,0.34075,0.21301,0.78023,0.90442,0.72826,0.8396,0.7376,0.41872,0.32232,0.83397,0.0062743,0.0062743,0.0062743
1131,13747.2,0.35483,0.21606,0.78032,0.90326,0.72884,0.83967,0.73777,0.41788,0.32229,0.83349,0.006271,0.006271,0.006271
1132,13759.5,0.33204,0.20696,0.7795,0.90579,0.7276,0.83953,0.73818,0.41822,0.32262,0.83373,0.0062677,0.0062677,0.0062677
1133,13771.7,0.3372,0.20718,0.77941,0.90391,0.729,0.83904,0.73789,0.41868,0.32223,0.834,0.0062644,0.0062644,0.0062644
1134,13783.7,0.33077,0.20727,0.77803,0.90368,0.73045,0.83932,0.73817,0.41863,0.32235,0.83418,0.0062611,0.0062611,0.0062611
1135,13795.8,0.32534,0.20281,0.77747,0.90491,0.72899,0.8392,0.73793,0.41819,0.32144,0.83394,0.0062578,0.0062578,0.0062578
1136,13808,0.33986,0.20906,0.77958,0.9046,0.72979,0.8397,0.73852,0.41738,0.32186,0.83348,0.0062545,0.0062545,0.0062545
1137,13820.2,0.33685,0.21073,0.78007,0.90365,0.72853,0.83913,0.73837,0.41661,0.32147,0.83327,0.0062512,0.0062512,0.0062512
1138,13832.2,0.3448,0.21035,0.77971,0.90321,0.72867,0.83938,0.73838,0.4159,0.32058,0.83326,0.0062479,0.0062479,0.0062479
1139,13844.4,0.3319,0.20656,0.782,0.90461,0.73009,0.84057,0.73856,0.41575,0.32019,0.83333,0.0062446,0.0062446,0.0062446
1140,13856.5,0.33598,0.20889,0.77868,0.90364,0.73009,0.8401,0.7385,0.41546,0.32012,0.83313,0.0062413,0.0062413,0.0062413
1141,13868.6,0.3327,0.2088,0.77967,0.90398,0.72849,0.83937,0.73862,0.4159,0.32035,0.83333,0.006238,0.006238,0.006238
1142,13880.8,0.3365,0.20836,0.77993,0.90494,0.72813,0.8398,0.73847,0.41573,0.32029,0.83325,0.0062347,0.0062347,0.0062347
1143,13893,0.33791,0.20742,0.77987,0.90742,0.72688,0.83952,0.73841,0.41526,0.31979,0.83299,0.0062314,0.0062314,0.0062314
1144,13905,0.33387,0.20699,0.7791,0.90748,0.7276,0.83967,0.73891,0.4149,0.31978,0.83312,0.0062281,0.0062281,0.0062281
1145,13917.2,0.3313,0.21022,0.77724,0.90743,0.72706,0.84045,0.73887,0.41468,0.32012,0.83301,0.0062248,0.0062248,0.0062248
1146,13929.3,0.32479,0.20681,0.77979,0.90654,0.72752,0.84012,0.73829,0.4138,0.31948,0.83202,0.0062215,0.0062215,0.0062215
1147,13941.3,0.33866,0.20834,0.78071,0.90728,0.72699,0.84036,0.73865,0.41393,0.31948,0.83237,0.0062182,0.0062182,0.0062182
1148,13953.5,0.33136,0.20993,0.78092,0.90703,0.72884,0.84073,0.73836,0.41418,0.31846,0.83218,0.0062149,0.0062149,0.0062149
1149,13965.6,0.35346,0.21586,0.77993,0.90624,0.72831,0.84066,0.73853,0.41457,0.31881,0.83214,0.0062116,0.0062116,0.0062116
1150,13978.1,0.32874,0.20684,0.77765,0.90555,0.72768,0.83999,0.73911,0.41437,0.31863,0.83236,0.0062083,0.0062083,0.0062083
1151,13990.3,0.33117,0.20502,0.7789,0.90747,0.72777,0.84039,0.73983,0.41374,0.3189,0.83221,0.006205,0.006205,0.006205
1152,14002.7,0.33565,0.20679,0.77813,0.90562,0.72849,0.84088,0.73998,0.41404,0.31892,0.83218,0.0062017,0.0062017,0.0062017
1153,14015.3,0.34078,0.21186,0.78012,0.90811,0.7289,0.8416,0.74043,0.41402,0.31814,0.83225,0.0061984,0.0061984,0.0061984
1154,14027.8,0.33092,0.20799,0.77783,0.90944,0.72867,0.84166,0.74048,0.41426,0.31862,0.83234,0.0061951,0.0061951,0.0061951
1155,14040.5,0.32747,0.20682,0.77928,0.90949,0.72862,0.84202,0.7411,0.41401,0.31862,0.83229,0.0061918,0.0061918,0.0061918
1156,14053.4,0.3365,0.20979,0.77854,0.90813,0.72884,0.84209,0.74117,0.4142,0.31867,0.83242,0.0061885,0.0061885,0.0061885
1157,14066.4,0.34244,0.21065,0.77946,0.90838,0.72948,0.8418,0.74077,0.41407,0.31813,0.83213,0.0061852,0.0061852,0.0061852
1158,14079.3,0.33264,0.20858,0.77943,0.90926,0.72902,0.84174,0.74008,0.41494,0.31861,0.83279,0.0061819,0.0061819,0.0061819
1159,14091.7,0.33772,0.21045,0.7804,0.90989,0.72884,0.84219,0.74027,0.41458,0.31955,0.83295,0.0061786,0.0061786,0.0061786
1160,14104.3,0.33674,0.20786,0.77993,0.9094,0.72867,0.84262,0.7406,0.41456,0.31986,0.83269,0.0061753,0.0061753,0.0061753
1161,14117,0.33334,0.20775,0.77985,0.90832,0.72813,0.84173,0.73981,0.41479,0.3204,0.83265,0.006172,0.006172,0.006172
1162,14129.3,0.33627,0.20962,0.77902,0.9092,0.72849,0.8427,0.74031,0.41452,0.3209,0.83238,0.0061687,0.0061687,0.0061687
1163,14141.8,0.34625,0.21329,0.77852,0.90903,0.72831,0.84295,0.74,0.41445,0.32087,0.83228,0.0061654,0.0061654,0.0061654
1164,14154.6,0.33882,0.20987,0.77944,0.90814,0.72917,0.84311,0.73978,0.4138,0.32023,0.8329,0.0061621,0.0061621,0.0061621
1165,14167,0.33901,0.20832,0.7799,0.90561,0.72988,0.84326,0.74005,0.41389,0.32027,0.83295,0.0061588,0.0061588,0.0061588
1166,14179.6,0.34407,0.21327,0.78215,0.90746,0.73027,0.84362,0.73984,0.41358,0.32041,0.83254,0.0061555,0.0061555,0.0061555
1167,14191.9,0.32663,0.20494,0.77813,0.90887,0.73027,0.84329,0.74033,0.41307,0.32074,0.83216,0.0061522,0.0061522,0.0061522
1168,14204.4,0.34652,0.21301,0.7794,0.90849,0.73152,0.84364,0.73995,0.41284,0.32106,0.83232,0.0061489,0.0061489,0.0061489
1169,14216.8,0.32695,0.20591,0.77914,0.9059,0.73241,0.84381,0.74001,0.41285,0.32159,0.83249,0.0061456,0.0061456,0.0061456
1170,14229.7,0.33324,0.21277,0.7796,0.90584,0.73182,0.84396,0.74017,0.41404,0.32123,0.83324,0.0061423,0.0061423,0.0061423
1171,14242.3,0.33103,0.20543,0.7806,0.90493,0.73205,0.84364,0.7404,0.41434,0.32224,0.83339,0.006139,0.006139,0.006139
1172,14254.8,0.33157,0.20636,0.77996,0.90426,0.73259,0.84407,0.74029,0.41433,0.32343,0.83347,0.0061357,0.0061357,0.0061357
1173,14267.1,0.34186,0.21233,0.78058,0.90158,0.73113,0.84248,0.73993,0.41506,0.32265,0.83383,0.0061324,0.0061324,0.0061324
1174,14279.5,0.32906,0.2052,0.77767,0.90207,0.73134,0.84289,0.74011,0.41455,0.32281,0.83323,0.0061291,0.0061291,0.0061291
1175,14292,0.33085,0.20801,0.77867,0.90206,0.73134,0.84253,0.73959,0.41416,0.32221,0.83328,0.0061258,0.0061258,0.0061258
1176,14304.7,0.33836,0.20994,0.78071,0.90235,0.73098,0.84314,0.73998,0.41403,0.32224,0.83363,0.0061225,0.0061225,0.0061225
1177,14317.1,0.34277,0.21465,0.77933,0.90298,0.72973,0.84238,0.74002,0.41391,0.32134,0.83365,0.0061192,0.0061192,0.0061192
1178,14329.7,0.32875,0.20574,0.77786,0.90773,0.72739,0.84244,0.74007,0.41482,0.32133,0.83404,0.0061159,0.0061159,0.0061159
1179,14342,0.34133,0.21182,0.77739,0.90971,0.72635,0.84261,0.73991,0.41531,0.32149,0.83429,0.0061126,0.0061126,0.0061126
1180,14354.4,0.34098,0.21216,0.78039,0.90997,0.72752,0.84228,0.73962,0.41502,0.32088,0.8343,0.0061093,0.0061093,0.0061093
1181,14366.9,0.33345,0.20775,0.77845,0.9104,0.72768,0.84259,0.74,0.41476,0.31955,0.83458,0.006106,0.006106,0.006106
1182,14379.2,0.33396,0.20568,0.77902,0.91027,0.72742,0.84123,0.73959,0.41494,0.31946,0.83455,0.0061027,0.0061027,0.0061027
1183,14391.8,0.33006,0.20612,0.77869,0.91006,0.72832,0.84215,0.73988,0.4145,0.31949,0.83404,0.0060994,0.0060994,0.0060994
1184,14404,0.32627,0.20456,0.77809,0.90702,0.72902,0.84127,0.73963,0.41416,0.3186,0.83395,0.0060961,0.0060961,0.0060961
1185,14416.8,0.33211,0.20951,0.78019,0.90808,0.72813,0.84095,0.73923,0.41415,0.3187,0.83412,0.0060928,0.0060928,0.0060928
1186,14429.2,0.34166,0.21026,0.77977,0.90842,0.72984,0.84169,0.73971,0.41373,0.31907,0.83414,0.0060895,0.0060895,0.0060895
1187,14441.7,0.32888,0.20563,0.77952,0.90681,0.73009,0.84137,0.73925,0.41424,0.31909,0.83435,0.0060862,0.0060862,0.0060862
1188,14453.9,0.32909,0.20761,0.77752,0.9076,0.72972,0.8417,0.73942,0.41428,0.31905,0.83447,0.0060829,0.0060829,0.0060829
1189,14466.3,0.34372,0.21047,0.77932,0.90887,0.73024,0.84244,0.73995,0.41411,0.31916,0.83448,0.0060796,0.0060796,0.0060796
1190,14479,0.33584,0.2101,0.77956,0.90845,0.73016,0.84221,0.74001,0.41376,0.31935,0.83399,0.0060763,0.0060763,0.0060763
1191,14491.4,0.32713,0.20554,0.77729,0.90804,0.7283,0.84136,0.73932,0.41333,0.31917,0.83386,0.006073,0.006073,0.006073
1192,14504,0.33053,0.20713,0.77779,0.90615,0.72761,0.84163,0.73959,0.41404,0.31992,0.83428,0.0060697,0.0060697,0.0060697
1193,14516.4,0.33353,0.20602,0.77959,0.90649,0.72885,0.84191,0.74004,0.41314,0.31914,0.83396,0.0060664,0.0060664,0.0060664
1194,14528.8,0.32535,0.20422,0.77898,0.90661,0.72816,0.84198,0.73986,0.41353,0.31976,0.8339,0.0060631,0.0060631,0.0060631
1195,14541.3,0.33252,0.20483,0.77807,0.90656,0.72902,0.84233,0.74026,0.41385,0.31935,0.83423,0.0060598,0.0060598,0.0060598
1196,14553.9,0.33281,0.20634,0.77825,0.89969,0.73205,0.84202,0.74003,0.41341,0.31964,0.83365,0.0060565,0.0060565,0.0060565
1197,14566.5,0.32939,0.20852,0.77757,0.90609,0.72973,0.84274,0.74022,0.41272,0.31973,0.83306,0.0060532,0.0060532,0.0060532
1198,14579.4,0.33613,0.20677,0.77982,0.90756,0.72831,0.84287,0.74039,0.4119,0.31932,0.83266,0.0060499,0.0060499,0.0060499
1199,14591.9,0.33864,0.20763,0.7788,0.90537,0.72777,0.8418,0.73989,0.41236,0.32008,0.83259,0.0060466,0.0060466,0.0060466
1200,14604.2,0.33293,0.21147,0.77845,0.90605,0.72813,0.84225,0.74012,0.4123,0.31961,0.8323,0.0060433,0.0060433,0.0060433
1201,14616.6,0.33065,0.20545,0.77872,0.90589,0.72713,0.84164,0.74043,0.41235,0.31965,0.83234,0.00604,0.00604,0.00604
1202,14628.8,0.33913,0.20742,0.77868,0.89985,0.7308,0.84187,0.74024,0.41204,0.31975,0.83224,0.0060367,0.0060367,0.0060367
1203,14641.3,0.329,0.20383,0.77739,0.89826,0.73027,0.84154,0.74015,0.412,0.32053,0.83231,0.0060334,0.0060334,0.0060334
1204,14653.9,0.32594,0.20398,0.77642,0.90667,0.72671,0.84186,0.74032,0.41206,0.32007,0.83215,0.0060301,0.0060301,0.0060301
1205,14666.6,0.33191,0.2072,0.77995,0.9012,0.7308,0.8416,0.73977,0.41193,0.3211,0.83223,0.0060268,0.0060268,0.0060268
1206,14679.2,0.33142,0.20702,0.77795,0.90626,0.72724,0.84154,0.73982,0.41175,0.32224,0.83212,0.0060235,0.0060235,0.0060235
1207,14691.5,0.32308,0.20217,0.77794,0.90628,0.72795,0.84122,0.73995,0.41147,0.32199,0.83181,0.0060202,0.0060202,0.0060202
1208,14703.7,0.33676,0.20881,0.77957,0.89997,0.73027,0.84062,0.73965,0.41158,0.32174,0.83173,0.0060169,0.0060169,0.0060169
1209,14716,0.33242,0.20982,0.7779,0.89974,0.7308,0.84044,0.73942,0.4126,0.32153,0.83289,0.0060136,0.0060136,0.0060136
1210,14728.6,0.3346,0.20554,0.77973,0.8993,0.73189,0.84054,0.73961,0.41206,0.32107,0.83264,0.0060103,0.0060103,0.0060103
1211,14741.2,0.33491,0.20769,0.77922,0.89901,0.73115,0.84042,0.73962,0.41226,0.32186,0.83256,0.006007,0.006007,0.006007
1212,14753.8,0.33258,0.20505,0.77845,0.8987,0.73179,0.84105,0.73989,0.41108,0.32166,0.83201,0.0060037,0.0060037,0.0060037
1213,14766,0.3292,0.20559,0.77864,0.89901,0.73294,0.84122,0.74004,0.41111,0.3224,0.83163,0.0060004,0.0060004,0.0060004
1214,14778.6,0.32796,0.20366,0.77731,0.9003,0.73241,0.84117,0.74001,0.41118,0.32239,0.83167,0.0059971,0.0059971,0.0059971
1215,14791.1,0.33144,0.20841,0.77997,0.89958,0.73187,0.84121,0.74006,0.41078,0.32231,0.83155,0.0059938,0.0059938,0.0059938
1216,14803.8,0.3223,0.20441,0.77971,0.90077,0.73312,0.84207,0.74053,0.41065,0.32225,0.83185,0.0059905,0.0059905,0.0059905
1217,14816.5,0.33673,0.21006,0.77889,0.90244,0.73337,0.84235,0.74052,0.41043,0.32242,0.83182,0.0059872,0.0059872,0.0059872
1218,14829,0.33251,0.20584,0.77594,0.90059,0.7349,0.84187,0.74007,0.41133,0.32296,0.83195,0.0059839,0.0059839,0.0059839
1219,14841.7,0.32464,0.20439,0.77833,0.90298,0.73259,0.84161,0.73997,0.41128,0.32274,0.83219,0.0059806,0.0059806,0.0059806
1220,14854.4,0.33443,0.20838,0.77916,0.90556,0.7329,0.8421,0.73998,0.41146,0.32264,0.83212,0.0059773,0.0059773,0.0059773
1221,14866.8,0.34049,0.20765,0.77996,0.90604,0.7333,0.84261,0.74048,0.41165,0.32237,0.83246,0.005974,0.005974,0.005974
1222,14879.4,0.32904,0.20732,0.77902,0.90698,0.73365,0.84274,0.74041,0.41172,0.32233,0.83249,0.0059707,0.0059707,0.0059707
1223,14891.8,0.31609,0.19844,0.77768,0.90615,0.73453,0.84247,0.74034,0.41237,0.32205,0.83258,0.0059674,0.0059674,0.0059674
1224,14904.1,0.33372,0.20844,0.77835,0.90588,0.73383,0.84183,0.74022,0.4133,0.32191,0.83344,0.0059641,0.0059641,0.0059641
1225,14916.4,0.32605,0.20463,0.77981,0.90371,0.73405,0.84106,0.73985,0.41245,0.32147,0.83299,0.0059608,0.0059608,0.0059608
1226,14928.8,0.3343,0.20753,0.77863,0.90586,0.73377,0.84143,0.74008,0.41247,0.32083,0.83319,0.0059575,0.0059575,0.0059575
1227,14941.2,0.33094,0.2088,0.77804,0.90477,0.73259,0.84086,0.7399,0.41194,0.32021,0.83286,0.0059542,0.0059542,0.0059542
1228,14953.8,0.32609,0.20938,0.77933,0.9046,0.7333,0.8414,0.74027,0.41179,0.32057,0.83296,0.0059509,0.0059509,0.0059509
1229,14966.3,0.3362,0.20836,0.7772,0.89973,0.73535,0.84116,0.73984,0.41203,0.32057,0.83297,0.0059476,0.0059476,0.0059476
1230,14978.6,0.33466,0.20944,0.78008,0.89868,0.73638,0.84166,0.73977,0.41273,0.32046,0.83341,0.0059443,0.0059443,0.0059443
1231,14991.2,0.32381,0.20431,0.77614,0.89914,0.73597,0.84123,0.7398,0.41295,0.32035,0.83349,0.005941,0.005941,0.005941
1232,15003.7,0.32808,0.20677,0.77878,0.90111,0.73561,0.84158,0.74029,0.41291,0.32099,0.83322,0.0059377,0.0059377,0.0059377
1233,15016.1,0.32194,0.20438,0.77931,0.90028,0.73502,0.84151,0.73964,0.41307,0.32079,0.83317,0.0059344,0.0059344,0.0059344
1234,15028.9,0.3306,0.20842,0.77861,0.89961,0.73454,0.84111,0.73954,0.41294,0.32002,0.83319,0.0059311,0.0059311,0.0059311
1235,15041.6,0.33444,0.20784,0.78053,0.89638,0.73526,0.84054,0.73962,0.41308,0.32051,0.83315,0.0059278,0.0059278,0.0059278
1236,15054.3,0.34312,0.20966,0.77999,0.89532,0.73596,0.8407,0.73966,0.41329,0.32114,0.83336,0.0059245,0.0059245,0.0059245
1237,15066.8,0.34133,0.21253,0.77851,0.89622,0.73472,0.84077,0.73988,0.41304,0.32197,0.83345,0.0059212,0.0059212,0.0059212
1238,15079.3,0.31658,0.20199,0.77746,0.89767,0.73612,0.84147,0.74031,0.41307,0.32163,0.83378,0.0059179,0.0059179,0.0059179
1239,15091.5,0.3292,0.20591,0.78078,0.89583,0.73695,0.84152,0.73996,0.41283,0.32203,0.8335,0.0059146,0.0059146,0.0059146
1240,15104,0.32988,0.2068,0.78042,0.89596,0.73644,0.84167,0.74004,0.41332,0.3219,0.83415,0.0059113,0.0059113,0.0059113
1241,15116.5,0.31699,0.19878,0.77753,0.89416,0.73704,0.84158,0.7397,0.41289,0.32249,0.83315,0.005908,0.005908,0.005908
1242,15128.5,0.32322,0.20124,0.77988,0.89616,0.73704,0.84223,0.73992,0.4123,0.32247,0.83292,0.0059047,0.0059047,0.0059047
1243,15140.9,0.3308,0.20733,0.77689,0.89685,0.73582,0.84222,0.73996,0.41246,0.32314,0.83296,0.0059014,0.0059014,0.0059014
1244,15153.3,0.32064,0.20572,0.77713,0.89804,0.73561,0.84245,0.7403,0.4123,0.32293,0.83274,0.0058981,0.0058981,0.0058981
1245,15165.8,0.3254,0.20155,0.77673,0.90051,0.73579,0.84287,0.74083,0.41275,0.32315,0.83328,0.0058948,0.0058948,0.0058948
1246,15178.3,0.32741,0.20342,0.77757,0.89957,0.7365,0.84263,0.74071,0.41335,0.32321,0.83376,0.0058915,0.0058915,0.0058915
1247,15190.8,0.3348,0.20864,0.77975,0.90074,0.7374,0.84282,0.74052,0.41335,0.32208,0.83383,0.0058882,0.0058882,0.0058882
1248,15203.5,0.32106,0.20516,0.77809,0.90175,0.73746,0.84285,0.74053,0.41404,0.32251,0.83437,0.0058849,0.0058849,0.0058849
1249,15216.2,0.33712,0.20573,0.77849,0.9011,0.7374,0.84277,0.74054,0.41386,0.32264,0.83446,0.0058816,0.0058816,0.0058816
1250,15228.5,0.31927,0.19863,0.77636,0.90145,0.73775,0.84336,0.74032,0.41345,0.32213,0.83422,0.0058783,0.0058783,0.0058783
1251,15241.2,0.34138,0.20588,0.77758,0.9012,0.73668,0.84306,0.74031,0.41325,0.32246,0.83409,0.005875,0.005875,0.005875
1252,15254,0.33575,0.20881,0.7797,0.90167,0.73508,0.84235,0.74055,0.41357,0.32338,0.83456,0.0058717,0.0058717,0.0058717
1253,15266.6,0.33314,0.20594,0.77754,0.90191,0.73615,0.84289,0.74106,0.41315,0.32344,0.83422,0.0058684,0.0058684,0.0058684
1254,15279,0.31929,0.20034,0.77793,0.9004,0.73615,0.84253,0.74143,0.41306,0.3238,0.83416,0.0058651,0.0058651,0.0058651
1255,15291.6,0.32239,0.20164,0.77829,0.89946,0.73561,0.84203,0.74146,0.41331,0.32452,0.83419,0.0058618,0.0058618,0.0058618
1256,15304.1,0.32758,0.20595,0.77866,0.90121,0.73621,0.84276,0.742,0.41241,0.32424,0.83355,0.0058585,0.0058585,0.0058585
1257,15316.8,0.3191,0.2005,0.77832,0.90188,0.73689,0.84319,0.74232,0.41259,0.32413,0.83372,0.0058552,0.0058552,0.0058552
1258,15329.3,0.32459,0.20116,0.77693,0.90192,0.73633,0.84276,0.74215,0.41291,0.32425,0.83402,0.0058519,0.0058519,0.0058519
1259,15341.7,0.32758,0.20483,0.77746,0.90131,0.73597,0.84208,0.74176,0.41239,0.32422,0.83362,0.0058486,0.0058486,0.0058486
1260,15354.4,0.33096,0.20381,0.77742,0.90216,0.73593,0.8422,0.74199,0.41237,0.32491,0.83364,0.0058453,0.0058453,0.0058453
1261,15367.1,0.33159,0.22039,0.77911,0.89965,0.73579,0.84215,0.74155,0.41304,0.32592,0.83427,0.005842,0.005842,0.005842
1262,15379.6,0.32477,0.20591,0.78039,0.9001,0.73454,0.84221,0.7414,0.41299,0.32645,0.83429,0.0058387,0.0058387,0.0058387
1263,15392,0.3274,0.20584,0.77949,0.90082,0.73454,0.8426,0.7419,0.41271,0.32701,0.83419,0.0058354,0.0058354,0.0058354
1264,15404.6,0.33283,0.20837,0.77898,0.90029,0.73419,0.84238,0.74176,0.41215,0.32746,0.83401,0.0058321,0.0058321,0.0058321
1265,15417.1,0.33348,0.20688,0.77914,0.90104,0.73318,0.84226,0.74168,0.4121,0.32725,0.83404,0.0058288,0.0058288,0.0058288
1266,15429.7,0.33427,0.20727,0.77738,0.89861,0.73383,0.8414,0.74129,0.41195,0.32686,0.83401,0.0058255,0.0058255,0.0058255
1267,15442.3,0.33125,0.20746,0.77893,0.90055,0.73259,0.84142,0.74161,0.41131,0.32646,0.83375,0.0058222,0.0058222,0.0058222
1268,15454.8,0.33443,0.2071,0.77712,0.90031,0.73437,0.84252,0.7418,0.41174,0.32697,0.83378,0.0058189,0.0058189,0.0058189
1269,15467.3,0.33494,0.20671,0.7794,0.90232,0.73397,0.84263,0.74193,0.41212,0.32689,0.8344,0.0058156,0.0058156,0.0058156
