epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
389,4777.4,0.48094,0.28798,0.79646,0.89448,0.70568,0.81391,0.67175,0.56325,0.37114,0.84838,0.0087196,0.0087196,0.0087196
390,4789.5,0.46566,0.28201,0.79477,0.89142,0.70551,0.80967,0.67021,0.56426,0.37213,0.84755,0.0087163,0.0087163,0.0087163
391,4801.48,0.46704,0.2821,0.79471,0.87952,0.70444,0.80759,0.67222,0.55305,0.37081,0.84728,0.008713,0.008713,0.008713
392,4813.55,0.47078,0.28316,0.79697,0.89068,0.70622,0.80786,0.66961,0.55651,0.36585,0.84549,0.0087097,0.0087097,0.0087097
393,4825.59,0.46551,0.27763,0.79492,0.89276,0.69854,0.80631,0.67139,0.5477,0.36868,0.84462,0.0087064,0.0087064,0.0087064
394,4837.67,0.45529,0.27254,0.79467,0.8907,0.69856,0.80543,0.6707,0.55399,0.36802,0.85012,0.0087031,0.0087031,0.0087031
395,4849.65,0.46843,0.28275,0.79771,0.88344,0.69891,0.80511,0.66941,0.56093,0.37432,0.85095,0.0086998,0.0086998,0.0086998
396,4861.85,0.46466,0.27752,0.79514,0.88146,0.69856,0.80298,0.66687,0.56543,0.37981,0.84908,0.0086965,0.0086965,0.0086965
397,4873.82,0.47704,0.28292,0.79595,0.88877,0.70034,0.8078,0.67083,0.55786,0.38106,0.85091,0.0086932,0.0086932,0.0086932
398,4885.8,0.46256,0.27541,0.7939,0.87257,0.70586,0.80782,0.67135,0.56078,0.37572,0.85067,0.0086899,0.0086899,0.0086899
399,4897.8,0.46184,0.27525,0.79238,0.88423,0.70301,0.80774,0.67242,0.55767,0.37404,0.84928,0.0086866,0.0086866,0.0086866
400,4909.94,0.46294,0.27786,0.79396,0.88314,0.70417,0.80971,0.67435,0.55224,0.36965,0.84785,0.0086833,0.0086833,0.0086833
401,4921.97,0.45725,0.27454,0.79609,0.88032,0.70568,0.80768,0.66899,0.55812,0.37333,0.84925,0.00868,0.00868,0.00868
402,4933.94,0.44917,0.2719,0.79023,0.88686,0.70426,0.80963,0.67193,0.55587,0.37712,0.84997,0.0086767,0.0086767,0.0086767
403,4945.88,0.4532,0.27792,0.79322,0.8841,0.69784,0.80524,0.66696,0.56476,0.37835,0.84956,0.0086734,0.0086734,0.0086734
404,4957.98,0.47106,0.27982,0.79589,0.88643,0.70265,0.80857,0.67149,0.55581,0.37054,0.84755,0.0086701,0.0086701,0.0086701
405,4970.04,0.46466,0.27804,0.79588,0.87321,0.70515,0.80801,0.67082,0.55584,0.37292,0.84714,0.0086668,0.0086668,0.0086668
406,4981.99,0.46679,0.28096,0.79726,0.88003,0.70568,0.80911,0.67124,0.55892,0.37414,0.84958,0.0086635,0.0086635,0.0086635
407,4994.1,0.45786,0.27968,0.79247,0.88712,0.69867,0.80716,0.67112,0.55948,0.37975,0.85179,0.0086602,0.0086602,0.0086602
408,5006.28,0.45741,0.2772,0.79488,0.87453,0.70693,0.80742,0.67,0.55758,0.3716,0.84977,0.0086569,0.0086569,0.0086569
409,5018.26,0.46022,0.2745,0.79503,0.87527,0.70637,0.80475,0.66874,0.55687,0.36066,0.85162,0.0086536,0.0086536,0.0086536
410,5030.41,0.46343,0.27702,0.79609,0.8745,0.70016,0.80453,0.66801,0.55963,0.37016,0.85334,0.0086503,0.0086503,0.0086503
411,5042.44,0.47592,0.28113,0.796,0.88866,0.69784,0.80617,0.66996,0.55584,0.37153,0.84937,0.008647,0.008647,0.008647
412,5054.51,0.46325,0.27851,0.7949,0.87567,0.70769,0.80931,0.67347,0.54932,0.36384,0.84808,0.0086437,0.0086437,0.0086437
413,5066.54,0.46327,0.27975,0.79581,0.89554,0.69446,0.80712,0.6719,0.55527,0.37301,0.84875,0.0086404,0.0086404,0.0086404
414,5078.62,0.46191,0.27635,0.79591,0.88136,0.70301,0.80772,0.66996,0.55584,0.36888,0.84769,0.0086371,0.0086371,0.0086371
415,5090.66,0.4637,0.27747,0.79376,0.89502,0.70141,0.81228,0.67093,0.55959,0.3673,0.84912,0.0086338,0.0086338,0.0086338
416,5102.73,0.45176,0.27178,0.79355,0.89574,0.71014,0.81082,0.67282,0.55901,0.36185,0.85041,0.0086305,0.0086305,0.0086305
417,5114.72,0.45953,0.28737,0.79731,0.8929,0.70746,0.81207,0.67588,0.56167,0.36098,0.85066,0.0086272,0.0086272,0.0086272
418,5126.85,0.46046,0.27984,0.79578,0.89047,0.70246,0.80853,0.67401,0.55564,0.36282,0.85251,0.0086239,0.0086239,0.0086239
419,5138.93,0.4618,0.28139,0.79686,0.88598,0.70327,0.80674,0.67068,0.55654,0.36237,0.85169,0.0086206,0.0086206,0.0086206
420,5150.92,0.44823,0.27747,0.79616,0.9098,0.69197,0.81296,0.67535,0.54939,0.35518,0.84841,0.0086173,0.0086173,0.0086173
421,5162.86,0.45542,0.27188,0.79435,0.90481,0.69535,0.81373,0.67685,0.54427,0.35791,0.84916,0.008614,0.008614,0.008614
422,5174.95,0.45353,0.2705,0.79556,0.89343,0.6998,0.8117,0.67496,0.54413,0.35936,0.85069,0.0086107,0.0086107,0.0086107
423,5187,0.43917,0.26442,0.79384,0.88735,0.69553,0.80815,0.67078,0.55087,0.36716,0.85223,0.0086074,0.0086074,0.0086074
424,5199.09,0.45506,0.27022,0.79338,0.88737,0.70711,0.80942,0.67014,0.55589,0.37316,0.85199,0.0086041,0.0086041,0.0086041
425,5211.19,0.4682,0.27536,0.79504,0.89031,0.70907,0.8148,0.67964,0.54834,0.36836,0.85346,0.0086008,0.0086008,0.0086008
426,5223.3,0.44008,0.27116,0.79372,0.88052,0.70897,0.81391,0.67909,0.54575,0.37338,0.84905,0.0085975,0.0085975,0.0085975
427,5235.22,0.43973,0.26678,0.7939,0.90358,0.69124,0.81087,0.67615,0.54869,0.3752,0.84865,0.0085942,0.0085942,0.0085942
428,5247.4,0.44778,0.26694,0.79796,0.90148,0.68662,0.80767,0.67344,0.54927,0.37672,0.84853,0.0085909,0.0085909,0.0085909
429,5259.5,0.45811,0.27149,0.79246,0.89796,0.68805,0.80987,0.67738,0.54583,0.37788,0.84964,0.0085876,0.0085876,0.0085876
430,5271.44,0.44978,0.27221,0.79187,0.91164,0.68395,0.81096,0.67664,0.54923,0.37453,0.85177,0.0085843,0.0085843,0.0085843
431,5283.45,0.44249,0.26781,0.7933,0.88456,0.70574,0.81519,0.68003,0.54613,0.37198,0.85162,0.008581,0.008581,0.008581
432,5295.55,0.45247,0.26919,0.7918,0.90055,0.70123,0.8143,0.68092,0.53933,0.37197,0.84907,0.0085777,0.0085777,0.0085777
433,5307.61,0.44551,0.26796,0.79713,0.90679,0.70365,0.81628,0.68046,0.54353,0.37206,0.84528,0.0085744,0.0085744,0.0085744
434,5319.71,0.45394,0.27255,0.79448,0.89494,0.7042,0.81532,0.67965,0.54915,0.36871,0.84727,0.0085711,0.0085711,0.0085711
435,5331.71,0.43715,0.26615,0.79446,0.89499,0.70458,0.81408,0.67799,0.55042,0.37257,0.84939,0.0085678,0.0085678,0.0085678
436,5343.71,0.47711,0.27929,0.79499,0.89955,0.69695,0.81091,0.67608,0.54803,0.37458,0.85076,0.0085645,0.0085645,0.0085645
437,5355.82,0.43686,0.26573,0.79405,0.89463,0.70176,0.80979,0.67671,0.54212,0.37856,0.84945,0.0085612,0.0085612,0.0085612
438,5367.72,0.43459,0.26936,0.79136,0.89278,0.70248,0.81039,0.67667,0.53894,0.37429,0.84893,0.0085579,0.0085579,0.0085579
439,5379.69,0.4319,0.26562,0.79226,0.90479,0.69415,0.809,0.67638,0.54055,0.36815,0.8491,0.0085546,0.0085546,0.0085546
440,5391.8,0.45062,0.27126,0.79448,0.89054,0.70152,0.80943,0.67664,0.54216,0.36662,0.8492,0.0085513,0.0085513,0.0085513
441,5403.91,0.44973,0.27087,0.79496,0.89702,0.69367,0.80874,0.67671,0.54241,0.36777,0.84647,0.008548,0.008548,0.008548
442,5415.94,0.44964,0.26741,0.79095,0.88479,0.70657,0.81117,0.67591,0.54571,0.36394,0.84698,0.0085447,0.0085447,0.0085447
443,5427.99,0.45224,0.26822,0.79299,0.88224,0.69856,0.80832,0.6757,0.54079,0.36799,0.84549,0.0085414,0.0085414,0.0085414
444,5440.22,0.45349,0.26859,0.79401,0.90458,0.68403,0.80625,0.67511,0.53819,0.37149,0.84551,0.0085381,0.0085381,0.0085381
445,5452.26,0.44333,0.26855,0.79407,0.89116,0.69072,0.80644,0.67298,0.54801,0.37143,0.84886,0.0085348,0.0085348,0.0085348
446,5464.27,0.44561,0.27615,0.79509,0.8957,0.69927,0.81331,0.6799,0.54337,0.37148,0.84723,0.0085315,0.0085315,0.0085315
447,5476.36,0.4491,0.27309,0.79359,0.8848,0.70657,0.81523,0.68247,0.54358,0.37476,0.84843,0.0085282,0.0085282,0.0085282
448,5488.36,0.45463,0.27071,0.79304,0.89496,0.70711,0.816,0.68258,0.54542,0.37366,0.85062,0.0085249,0.0085249,0.0085249
449,5500.6,0.45078,0.27301,0.79371,0.88878,0.70711,0.81339,0.68,0.54964,0.37229,0.85203,0.0085216,0.0085216,0.0085216
450,5512.75,0.44816,0.26703,0.79096,0.88951,0.6998,0.80898,0.67917,0.54468,0.37225,0.85064,0.0085183,0.0085183,0.0085183
451,5524.79,0.43629,0.26473,0.79082,0.88632,0.70566,0.81271,0.68026,0.54168,0.37426,0.85015,0.008515,0.008515,0.008515
452,5536.86,0.44971,0.27068,0.7932,0.8869,0.70889,0.81594,0.68262,0.53755,0.37473,0.84844,0.0085117,0.0085117,0.0085117
453,5548.98,0.43851,0.26567,0.79264,0.8938,0.70471,0.8118,0.68019,0.54171,0.37302,0.85019,0.0085084,0.0085084,0.0085084
454,5561.12,0.45845,0.27772,0.79205,0.88565,0.70645,0.81276,0.68122,0.54332,0.37081,0.84996,0.0085051,0.0085051,0.0085051
455,5573.1,0.43758,0.27203,0.79146,0.88359,0.70859,0.81364,0.68122,0.53538,0.36419,0.8486,0.0085018,0.0085018,0.0085018
456,5585.03,0.42938,0.26881,0.79344,0.90478,0.69838,0.81233,0.67997,0.53809,0.36676,0.84991,0.0084985,0.0084985,0.0084985
457,5597.19,0.45363,0.26612,0.7937,0.91273,0.69502,0.81258,0.68158,0.54209,0.37189,0.85061,0.0084952,0.0084952,0.0084952
458,5609.23,0.44169,0.26479,0.79289,0.89134,0.70782,0.81484,0.68241,0.53556,0.37063,0.84952,0.0084919,0.0084919,0.0084919
459,5621.16,0.44657,0.26766,0.7924,0.88983,0.71225,0.81776,0.68432,0.53839,0.37228,0.85107,0.0084886,0.0084886,0.0084886
460,5633.25,0.43645,0.26194,0.79249,0.88923,0.70461,0.81483,0.68074,0.53964,0.37068,0.84934,0.0084853,0.0084853,0.0084853
461,5645.21,0.42684,0.25744,0.78987,0.89005,0.70533,0.81366,0.68092,0.53653,0.36882,0.84797,0.008482,0.008482,0.008482
462,5657.27,0.43305,0.26541,0.79208,0.89055,0.70306,0.81208,0.68003,0.53447,0.36779,0.85084,0.0084787,0.0084787,0.0084787
463,5669.61,0.44183,0.26982,0.79125,0.8846,0.70331,0.81176,0.68254,0.529,0.37057,0.84933,0.0084754,0.0084754,0.0084754
464,5681.79,0.43326,0.26689,0.79529,0.88656,0.70925,0.81529,0.68621,0.52737,0.37334,0.84972,0.0084721,0.0084721,0.0084721
465,5694.05,0.45359,0.27728,0.79161,0.90101,0.70248,0.81382,0.6843,0.53405,0.37907,0.84971,0.0084688,0.0084688,0.0084688
466,5706.19,0.4365,0.26637,0.79178,0.89205,0.70836,0.81343,0.68226,0.53731,0.37364,0.84956,0.0084655,0.0084655,0.0084655
467,5718.39,0.44506,0.26579,0.79051,0.88099,0.71085,0.81456,0.68057,0.54335,0.37548,0.85127,0.0084622,0.0084622,0.0084622
468,5730.6,0.43827,0.26371,0.79197,0.88109,0.71156,0.81542,0.6812,0.53815,0.37869,0.84906,0.0084589,0.0084589,0.0084589
469,5742.56,0.43228,0.26448,0.79069,0.89101,0.70105,0.81586,0.68316,0.5323,0.37387,0.84697,0.0084556,0.0084556,0.0084556
470,5754.63,0.44074,0.26597,0.79467,0.9017,0.69767,0.8155,0.68349,0.53007,0.37105,0.84782,0.0084523,0.0084523,0.0084523
471,5767.11,0.43774,0.26362,0.79313,0.88627,0.7039,0.81435,0.68501,0.52839,0.37419,0.84654,0.008449,0.008449,0.008449
472,5779.15,0.43096,0.26719,0.79088,0.88961,0.70551,0.81558,0.68614,0.52658,0.3696,0.84497,0.0084457,0.0084457,0.0084457
473,5791.42,0.43696,0.26474,0.78964,0.90579,0.70087,0.81594,0.685,0.5294,0.36958,0.84511,0.0084424,0.0084424,0.0084424
474,5803.42,0.44292,0.26367,0.78995,0.89135,0.71281,0.82024,0.68742,0.5269,0.37421,0.84527,0.0084391,0.0084391,0.0084391
475,5815.49,0.43882,0.26614,0.78999,0.90521,0.7023,0.81915,0.68595,0.52183,0.3727,0.84253,0.0084358,0.0084358,0.0084358
476,5827.62,0.43499,0.27224,0.79035,0.88378,0.71398,0.81795,0.68799,0.52681,0.37087,0.84716,0.0084325,0.0084325,0.0084325
477,5839.78,0.43487,0.26573,0.79221,0.89327,0.70824,0.817,0.68729,0.53095,0.36999,0.84829,0.0084292,0.0084292,0.0084292
478,5851.8,0.43493,0.26472,0.79063,0.90223,0.70319,0.81864,0.68833,0.53182,0.36517,0.85121,0.0084259,0.0084259,0.0084259
479,5863.91,0.44138,0.26416,0.79209,0.8963,0.70063,0.81496,0.68722,0.52775,0.35713,0.8472,0.0084226,0.0084226,0.0084226
480,5875.89,0.42488,0.25972,0.7886,0.89907,0.70301,0.81644,0.68762,0.53123,0.35889,0.84851,0.0084193,0.0084193,0.0084193
481,5888,0.44049,0.26518,0.79054,0.89367,0.71123,0.8194,0.68964,0.53111,0.35941,0.84956,0.008416,0.008416,0.008416
482,5900.15,0.43137,0.25987,0.79283,0.90161,0.71049,0.82044,0.69114,0.52997,0.36302,0.84958,0.0084127,0.0084127,0.0084127
483,5912.4,0.43837,0.26319,0.79193,0.89872,0.70248,0.81713,0.68834,0.53004,0.3616,0.85053,0.0084094,0.0084094,0.0084094
484,5924.43,0.42703,0.26262,0.78952,0.89372,0.70675,0.81523,0.68352,0.53409,0.3641,0.8488,0.0084061,0.0084061,0.0084061
485,5936.49,0.42589,0.26243,0.79122,0.89471,0.71388,0.81806,0.68838,0.52608,0.359,0.84779,0.0084028,0.0084028,0.0084028
486,5948.58,0.42792,0.26753,0.79043,0.90015,0.70711,0.82083,0.68945,0.52735,0.36106,0.84653,0.0083995,0.0083995,0.0083995
487,5960.68,0.42543,0.2598,0.7929,0.89339,0.71121,0.81974,0.6892,0.52246,0.35748,0.84656,0.0083962,0.0083962,0.0083962
488,5972.62,0.43476,0.26072,0.79242,0.89063,0.71673,0.82183,0.68955,0.5225,0.35713,0.84624,0.0083929,0.0083929,0.0083929
489,5984.7,0.43087,0.25985,0.79108,0.89484,0.71459,0.82208,0.6922,0.51937,0.3567,0.84675,0.0083896,0.0083896,0.0083896
490,5996.74,0.42441,0.2596,0.79191,0.89376,0.71584,0.82115,0.69047,0.52212,0.3628,0.84652,0.0083863,0.0083863,0.0083863
491,6008.82,0.42632,0.25704,0.79089,0.90038,0.70851,0.82031,0.69075,0.52216,0.36187,0.84569,0.008383,0.008383,0.008383
492,6020.83,0.43621,0.26273,0.79223,0.9002,0.7071,0.81796,0.69045,0.52093,0.36075,0.84543,0.0083797,0.0083797,0.0083797
493,6032.87,0.44136,0.26423,0.7902,0.89806,0.70889,0.81942,0.69126,0.52245,0.36091,0.84664,0.0083764,0.0083764,0.0083764
494,6044.88,0.43076,0.26439,0.79062,0.88963,0.71374,0.81963,0.69209,0.52283,0.36366,0.84667,0.0083731,0.0083731,0.0083731
495,6056.9,0.4142,0.26076,0.789,0.89227,0.70382,0.81709,0.69067,0.52169,0.3657,0.84719,0.0083698,0.0083698,0.0083698
496,6068.85,0.43851,0.26274,0.79095,0.88845,0.71103,0.81811,0.69075,0.52315,0.37167,0.84607,0.0083665,0.0083665,0.0083665
497,6080.88,0.42437,0.2588,0.78956,0.89486,0.7121,0.8185,0.68953,0.52528,0.36524,0.84687,0.0083632,0.0083632,0.0083632
498,6092.91,0.4272,0.26343,0.79206,0.89905,0.70942,0.81965,0.68923,0.52213,0.36364,0.84431,0.0083599,0.0083599,0.0083599
499,6104.89,0.42004,0.2588,0.78816,0.89533,0.70709,0.8193,0.68921,0.51806,0.3577,0.84279,0.0083566,0.0083566,0.0083566
500,6116.76,0.42691,0.25675,0.78938,0.8946,0.70465,0.81693,0.68759,0.52072,0.35434,0.84394,0.0083533,0.0083533,0.0083533
501,6128.86,0.42035,0.26337,0.78911,0.89405,0.70206,0.81712,0.68873,0.51898,0.35465,0.84421,0.00835,0.00835,0.00835
502,6140.85,0.4268,0.26259,0.79052,0.89402,0.70907,0.81853,0.69354,0.51154,0.35322,0.84343,0.0083467,0.0083467,0.0083467
503,6153.06,0.43836,0.2611,0.79028,0.89031,0.71292,0.81988,0.69275,0.51991,0.35624,0.84743,0.0083434,0.0083434,0.0083434
504,6165.09,0.422,0.25394,0.79105,0.88588,0.72225,0.8217,0.69309,0.52135,0.35792,0.84804,0.0083401,0.0083401,0.0083401
505,6177.16,0.43635,0.26057,0.79194,0.89448,0.71905,0.82257,0.69422,0.52219,0.36055,0.84832,0.0083368,0.0083368,0.0083368
506,6189.24,0.42096,0.25632,0.79062,0.88833,0.71673,0.81846,0.69383,0.5107,0.3594,0.84672,0.0083335,0.0083335,0.0083335
507,6201.2,0.42022,0.25688,0.79297,0.88162,0.71385,0.81755,0.6924,0.51447,0.36055,0.84727,0.0083302,0.0083302,0.0083302
508,6213.25,0.415,0.2564,0.78967,0.88168,0.71155,0.81682,0.69019,0.5162,0.3611,0.84513,0.0083269,0.0083269,0.0083269
509,6225.26,0.42461,0.25745,0.79099,0.8908,0.70675,0.81811,0.69129,0.51864,0.36378,0.84619,0.0083236,0.0083236,0.0083236
510,6237.25,0.42753,0.26003,0.79212,0.89111,0.71002,0.81992,0.69202,0.52457,0.36229,0.84844,0.0083203,0.0083203,0.0083203
511,6249.25,0.4173,0.25424,0.79012,0.8964,0.70601,0.81731,0.69017,0.52117,0.35825,0.84799,0.008317,0.008317,0.008317
512,6261.35,0.43843,0.26276,0.7875,0.90603,0.69909,0.81622,0.69186,0.51744,0.35884,0.84715,0.0083137,0.0083137,0.0083137
513,6273.29,0.4212,0.25391,0.79091,0.89621,0.70613,0.81876,0.69288,0.5171,0.35492,0.84704,0.0083104,0.0083104,0.0083104
514,6285.32,0.42691,0.25835,0.7888,0.89378,0.7064,0.81886,0.69389,0.5138,0.35915,0.84728,0.0083071,0.0083071,0.0083071
515,6297.39,0.43782,0.2677,0.79111,0.89306,0.70668,0.81798,0.69315,0.5105,0.35746,0.84593,0.0083038,0.0083038,0.0083038
516,6309.49,0.41445,0.26141,0.78984,0.89607,0.70508,0.81531,0.68715,0.51516,0.36119,0.84538,0.0083005,0.0083005,0.0083005
517,6321.56,0.43351,0.26578,0.79377,0.88975,0.71459,0.81823,0.69275,0.50973,0.36197,0.84674,0.0082972,0.0082972,0.0082972
518,6333.49,0.42111,0.25666,0.79034,0.87885,0.71211,0.81559,0.69209,0.51383,0.35798,0.84767,0.0082939,0.0082939,0.0082939
519,6345.63,0.43336,0.25675,0.79058,0.87539,0.71726,0.81735,0.69027,0.5168,0.35581,0.84881,0.0082906,0.0082906,0.0082906
520,6357.78,0.42318,0.25641,0.78988,0.88691,0.71257,0.81903,0.69292,0.51102,0.35437,0.84709,0.0082873,0.0082873,0.0082873
521,6369.72,0.40619,0.24967,0.78764,0.88948,0.7112,0.82114,0.69131,0.51857,0.36319,0.84843,0.008284,0.008284,0.008284
522,6381.76,0.4345,0.25742,0.78945,0.90115,0.70764,0.82102,0.693,0.51112,0.36366,0.84677,0.0082807,0.0082807,0.0082807
523,6393.8,0.42193,0.25588,0.78922,0.90609,0.71032,0.82201,0.69351,0.50749,0.36571,0.84455,0.0082774,0.0082774,0.0082774
524,6405.76,0.4199,0.25581,0.79075,0.90474,0.71441,0.82468,0.6938,0.50994,0.36641,0.84466,0.0082741,0.0082741,0.0082741
525,6417.8,0.41693,0.2594,0.78728,0.9142,0.70998,0.82499,0.69624,0.50653,0.36463,0.84419,0.0082708,0.0082708,0.0082708
526,6429.8,0.41411,0.25423,0.78926,0.91062,0.70607,0.8225,0.69589,0.5072,0.36083,0.8447,0.0082675,0.0082675,0.0082675
527,6441.84,0.43041,0.26114,0.78975,0.90085,0.71385,0.82189,0.69484,0.50998,0.36081,0.8433,0.0082642,0.0082642,0.0082642
528,6453.96,0.41643,0.25883,0.78934,0.90795,0.70823,0.81831,0.69348,0.50953,0.35891,0.84427,0.0082609,0.0082609,0.0082609
529,6465.94,0.43174,0.27156,0.79221,0.90645,0.70429,0.81932,0.69441,0.5051,0.35938,0.84335,0.0082576,0.0082576,0.0082576
530,6478.02,0.42335,0.26047,0.78953,0.90963,0.70119,0.82009,0.69352,0.5067,0.35374,0.84236,0.0082543,0.0082543,0.0082543
531,6490.07,0.43359,0.26227,0.7906,0.89903,0.70408,0.8175,0.69266,0.50222,0.34896,0.84214,0.008251,0.008251,0.008251
532,6502.07,0.42084,0.25525,0.78784,0.90004,0.69909,0.81462,0.6891,0.50739,0.35682,0.84312,0.0082477,0.0082477,0.0082477
533,6514.15,0.43151,0.26338,0.79041,0.90176,0.69767,0.81308,0.68711,0.51087,0.36064,0.84436,0.0082444,0.0082444,0.0082444
534,6526.26,0.43419,0.26255,0.79194,0.89126,0.71111,0.81729,0.68887,0.51516,0.35943,0.84368,0.0082411,0.0082411,0.0082411
535,6538.17,0.41858,0.25592,0.7888,0.88881,0.70568,0.81525,0.69091,0.50624,0.35968,0.84176,0.0082378,0.0082378,0.0082378
536,6550.23,0.43063,0.25768,0.78906,0.88919,0.70765,0.81531,0.69055,0.50573,0.36418,0.84121,0.0082345,0.0082345,0.0082345
537,6562.25,0.4151,0.25179,0.78871,0.89316,0.70598,0.8169,0.69185,0.50474,0.35923,0.8401,0.0082312,0.0082312,0.0082312
538,6574.31,0.42472,0.25514,0.79001,0.89881,0.71103,0.82134,0.69639,0.5026,0.35696,0.83916,0.0082279,0.0082279,0.0082279
539,6586.43,0.41243,0.25418,0.78666,0.89717,0.71345,0.82214,0.6951,0.50327,0.35151,0.84265,0.0082246,0.0082246,0.0082246
540,6598.37,0.42025,0.25668,0.78994,0.89868,0.71085,0.82062,0.69563,0.50199,0.35255,0.8433,0.0082213,0.0082213,0.0082213
541,6610.37,0.42667,0.25649,0.79087,0.9052,0.70596,0.82273,0.69589,0.50183,0.35497,0.84294,0.008218,0.008218,0.008218
542,6622.43,0.41688,0.25426,0.79117,0.89761,0.70729,0.82112,0.69598,0.50338,0.35556,0.84378,0.0082147,0.0082147,0.0082147
543,6634.5,0.40786,0.24834,0.78931,0.90353,0.70746,0.8201,0.69451,0.50656,0.35554,0.84417,0.0082114,0.0082114,0.0082114
544,6646.56,0.43642,0.25883,0.79021,0.89982,0.70726,0.82017,0.69201,0.5105,0.36081,0.8436,0.0082081,0.0082081,0.0082081
545,6658.6,0.42455,0.25633,0.78799,0.90245,0.70538,0.82018,0.69397,0.50933,0.36195,0.84415,0.0082048,0.0082048,0.0082048
546,6670.61,0.40749,0.25311,0.78574,0.90531,0.70347,0.81651,0.69269,0.50778,0.36056,0.84289,0.0082015,0.0082015,0.0082015
547,6682.63,0.40837,0.25455,0.78873,0.9088,0.70283,0.81912,0.69661,0.50772,0.36357,0.84347,0.0081982,0.0081982,0.0081982
548,6694.83,0.426,0.2624,0.78906,0.9039,0.69874,0.81858,0.69565,0.50415,0.35842,0.8421,0.0081949,0.0081949,0.0081949
549,6706.83,0.41981,0.25424,0.78946,0.91186,0.69606,0.82081,0.6991,0.50596,0.36357,0.84297,0.0081916,0.0081916,0.0081916
550,6718.88,0.4125,0.24973,0.78817,0.90865,0.69818,0.82236,0.69954,0.50216,0.36559,0.84129,0.0081883,0.0081883,0.0081883
551,6731.02,0.41668,0.25127,0.78855,0.8845,0.70996,0.82283,0.69779,0.50887,0.36713,0.84191,0.008185,0.008185,0.008185
552,6743.11,0.42238,0.25264,0.78734,0.89798,0.70996,0.82308,0.702,0.49842,0.36238,0.84132,0.0081817,0.0081817,0.0081817
553,6755.29,0.40829,0.25298,0.78917,0.90788,0.70622,0.82236,0.7009,0.50067,0.36512,0.84223,0.0081784,0.0081784,0.0081784
554,6767.27,0.42181,0.25916,0.78934,0.88811,0.70846,0.82115,0.70031,0.49527,0.36686,0.84,0.0081751,0.0081751,0.0081751
555,6779.23,0.41673,0.25288,0.78975,0.89769,0.70265,0.82052,0.69823,0.49815,0.36598,0.84068,0.0081718,0.0081718,0.0081718
556,6791.24,0.4135,0.25082,0.78823,0.8987,0.7049,0.81995,0.69793,0.50021,0.36561,0.84099,0.0081685,0.0081685,0.0081685
557,6803.36,0.40726,0.24752,0.78733,0.89009,0.71032,0.81992,0.69755,0.49991,0.36355,0.84121,0.0081652,0.0081652,0.0081652
558,6815.38,0.40917,0.25404,0.78839,0.8914,0.71798,0.82286,0.69911,0.50178,0.36031,0.84171,0.0081619,0.0081619,0.0081619
559,6827.38,0.41018,0.25196,0.78926,0.8966,0.71513,0.824,0.69864,0.49885,0.35308,0.84027,0.0081586,0.0081586,0.0081586
560,6839.4,0.40655,0.25232,0.78762,0.89453,0.7132,0.82384,0.69875,0.50295,0.35684,0.84256,0.0081553,0.0081553,0.0081553
561,6851.39,0.40912,0.24777,0.78739,0.89904,0.7123,0.82323,0.70058,0.50552,0.3557,0.84497,0.008152,0.008152,0.008152
562,6863.43,0.42113,0.25881,0.79101,0.90007,0.71087,0.8227,0.70039,0.50436,0.36033,0.84341,0.0081487,0.0081487,0.0081487
563,6875.51,0.41741,0.25494,0.78868,0.89925,0.71584,0.8235,0.70122,0.49939,0.35657,0.84144,0.0081454,0.0081454,0.0081454
564,6887.63,0.42137,0.25869,0.79229,0.90376,0.71477,0.82323,0.7016,0.5007,0.35761,0.84167,0.0081421,0.0081421,0.0081421
565,6899.67,0.41645,0.25416,0.78836,0.89869,0.71263,0.822,0.69898,0.50386,0.35684,0.8433,0.0081388,0.0081388,0.0081388
566,6911.73,0.43344,0.25575,0.7892,0.90026,0.70782,0.82095,0.69943,0.50154,0.35655,0.84176,0.0081355,0.0081355,0.0081355
567,6923.72,0.41979,0.25495,0.7907,0.90442,0.70301,0.82199,0.69889,0.49866,0.35749,0.83965,0.0081322,0.0081322,0.0081322
568,6935.83,0.4116,0.24909,0.7866,0.89069,0.71067,0.82374,0.70119,0.49919,0.36235,0.83983,0.0081289,0.0081289,0.0081289
569,6947.73,0.40591,0.24399,0.78677,0.91233,0.70176,0.82648,0.70199,0.50112,0.36189,0.84087,0.0081256,0.0081256,0.0081256
570,6959.85,0.41224,0.24887,0.78655,0.90808,0.70604,0.82567,0.70382,0.50231,0.35968,0.84059,0.0081223,0.0081223,0.0081223
571,6971.88,0.40717,0.24658,0.78615,0.8981,0.71317,0.826,0.70328,0.50281,0.35762,0.83972,0.008119,0.008119,0.008119
572,6983.99,0.40554,0.25221,0.78914,0.9078,0.70622,0.82486,0.70216,0.50401,0.35524,0.84046,0.0081157,0.0081157,0.0081157
573,6996.03,0.40591,0.24954,0.7866,0.90065,0.71386,0.82725,0.7033,0.50216,0.35957,0.8419,0.0081124,0.0081124,0.0081124
574,7008.1,0.42297,0.25431,0.78847,0.91616,0.69731,0.82304,0.70276,0.49905,0.36025,0.84009,0.0081091,0.0081091,0.0081091
